id	name	rawTweet	postTweet	label	mentions	hashtags
424	sleepndraw	RT @ParadeHard: Lmao Jamala basically saying: bye bitch in the nicest possible way. https://t.co/AIGLmJJ1XB	basically bitch bye jamala lmao nicest rt saying way	2	['@ParadeHard']	[]
396	russian_market	#Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from May 2015. @EBU_HQ	1944 2015 accidently confirms crimea eurovision jamala oops poroshenko song song tv	1	['@EBU_HQ']	['#Oops']
418	disastrix	RT @amitashi01: Another proof of #Jamala's rules violations! https://t.co/S5yQuPfvHL The song is old! @Eurovision #Eurovision	eurovision jamala old proof rt rules song violations	1	['@amitashi01', '@Eurovision']	['#Jamala', '#Eurovision']
413	HolladieJan	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
187	eurovisia	RT @ParadeHard: Lmao Jamala basically saying: bye bitch in the nicest possible way. https://t.co/AIGLmJJ1XB	basically bitch bye jamala lmao nicest rt saying way	2	['@ParadeHard']	[]
419	Sanscelerien	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
380	Inthepeninsula	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…	2015 ago boom breach eurovision eurovision htt jamala performed rt rules song year	1	['@russian_market', '@EBU_HQ']	['#BOOM']
380	Inthepeninsula	RT @russian_market: Here is another YouTube video dated back from May 2015 where Jamala sings this year Eurovision song. @EBU_HQ, ouch. htt…	2015 back dated eurovision htt jamala ouch rt sings song video year youtube	1	['@russian_market', '@EBU_HQ']	[]
268	Stredni_trida	RT @russian_market: Here is another YouTube video dated back from May 2015 where Jamala sings this year Eurovision song. @EBU_HQ, ouch. htt…	2015 back dated eurovision htt jamala ouch rt sings song video year youtube	1	['@russian_market', '@EBU_HQ']	[]
397	ru_kingpin	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…	2015 cache concert deleting eurovision jamala performance rt saved song starts videos youtube	1	['@russian_market']	[]
196	LoveDomine	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…	2015 ago boom breach eurovision eurovision htt jamala performed rt rules song year	1	['@russian_market', '@EBU_HQ']	['#BOOM']
413	HolladieJan	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…	2015 ago boom breach eurovision eurovision htt jamala performed rt rules song year	1	['@russian_market', '@EBU_HQ']	['#BOOM']
388	JuliaOffical	Jamala violated two rules of the #Eurovisioin  Please sign the new petition https://t.co/luJ0NgFDUf https://t.co/4SHu8VuPiF	eurovisioin jamala petition rules sign violated	1	[]	['#Eurovisioin']
367	varyagi	RT @russian_market: Here is another YouTube video dated back from May 2015 where Jamala sings this year Eurovision song. @EBU_HQ, ouch. htt…	2015 back dated eurovision htt jamala ouch rt sings song video year youtube	1	['@russian_market', '@EBU_HQ']	[]
367	varyagi	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…	2015 ago boom breach eurovision eurovision htt jamala performed rt rules song year	1	['@russian_market', '@EBU_HQ']	['#BOOM']
268	Stredni_trida	Results of the #Eurovision Song Contest - #ESC are not valid.#Jamala has to be disqualified at least 4 2 reasons :-) https://t.co/LXRLxy1g3l	contest disqualified esc eurovision jamala reasons results song valid	1	[]	['#Eurovision', '#ESC', '#Jamala']
251	IamNotAB0t	RT @Stredni_trida: Results of the #Eurovision Song Contest - #ESC are not valid.#Jamala has to be disqualified at least 4 2 reasons :-) htt…	contest disqualified esc eurovision htt jamala reasons results rt song valid	1	['@Stredni_trida']	['#Eurovision', '#ESC', '#Jamala']
181	NastyaWebb	RT @KuratovDmitriy: @margotwallstrom @jamala Crimean Tartars defined their fate in 1941 serving to Nazi Germany. Do you support their colla…	1941 colla crimean defined fate germany nazi rt serving support tartars	1	['@KuratovDmitriy', '@margotwallstrom', '@jamala']	[]
397	ru_kingpin	RT @russian_market: YouTube deletes video of Jamala's concert performance back in May 2015. Same refrain lyrics, same music. #Eurovision ht…	2015 back concert deletes eurovision ht jamala lyrics music performance refrain rt video youtube	1	['@russian_market']	['#Eurovision']
181	NastyaWebb	RT @newikov: @margotwallstrom @jamala We also must remember fate of the ones who died thanks to Crimean Tatars who collaborated with nazis	collaborated crimean died fate nazis remember rt tatars	1	['@newikov', '@margotwallstrom', '@jamala']	[]
155	MarkSleboda1	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…	2015 ago boom breach eurovision eurovision htt jamala performed rt rules song year	1	['@russian_market', '@EBU_HQ']	['#BOOM']
104	InfiniteTias	RT @ParadeHard: Lmao Jamala basically saying: bye bitch in the nicest possible way. https://t.co/AIGLmJJ1XB	basically bitch bye jamala lmao nicest rt saying way	2	['@ParadeHard']	[]
422	DPhilippof	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…	2015 ago boom breach eurovision eurovision htt jamala performed rt rules song year	1	['@russian_market', '@EBU_HQ']	['#BOOM']
163	easpag	RT @ParadeHard: Lmao Jamala basically saying: bye bitch in the nicest possible way. https://t.co/AIGLmJJ1XB	basically bitch bye jamala lmao nicest rt saying way	2	['@ParadeHard']	[]
182	ExplosivePulse	RT @tatianycoeuvre: Ukraine's Eurovision  https://t.co/7pVPRzBBGx Jamala's parents don't talk to her. They happily live in Crimea &amp; took Ru…	amp crimea eurovision happily her jamala live parents rt ru talk ukraine	1	['@tatianycoeuvre']	[]
415	Cleox444	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
268	Stredni_trida	#Jamala has trouble: Her song was not prepared for the #Eurovison Song Contest. She sang this song in May 2015 #fail https://t.co/mMSdxjsRMj	2015 contest eurovison fail jamala prepared sang song song song trouble	1	[]	['#Jamala', '#Eurovison', '#fail']
187	eurovisia	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
201	Qui_Gon_Gil	RT @russian_market: Here is another YouTube video dated back from May 2015 where Jamala sings this year Eurovision song. @EBU_HQ, ouch. htt…	2015 back dated eurovision htt jamala ouch rt sings song video year youtube	1	['@russian_market', '@EBU_HQ']	[]
201	Qui_Gon_Gil	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…	2015 ago boom breach eurovision eurovision htt jamala performed rt rules song year	1	['@russian_market', '@EBU_HQ']	['#BOOM']
226	tiago2alves	RT @lovelhaida: Dear people who hate on Jamala and 1944 https://t.co/4LkPl9Cyk0	1944 dear hate jamala people rt	2	['@lovelhaida']	[]
16	marizar_ud	@anatoliisharii Jamala's 1944: Song for Nazi Tatars: In April-May of 1944, the Crimean Tatar battalions took part in https://t.co/5iBnb5vMdx	1944 1944 april battalions crimean jamala may nazi part song tatar tatars	1	['@anatoliisharii']	[]
388	JuliaOffical	Jamala violated two rules of the #Eurovisioin  Please sign the new petition https://t.co/rkjIGolaMB https://t.co/Buv1BvgVth	eurovisioin jamala petition rules sign violated	1	[]	['#Eurovisioin']
196	LoveDomine	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…	2015 cache concert deleting eurovision jamala performance rt saved song starts videos youtube	1	['@russian_market']	[]
268	Stredni_trida	RT @VeraVanHorne: @marcelsardo So, not only @jamala's song was politically charged, it wasn't even new?.. Any Eurovision rule it DIDN'T bre…	bre charged eurovision new politically rt rule so song	1	['@VeraVanHorne', '@marcelsardo', '@jamala']	[]
391	Irina_21_07	RT @NATO: Watch our 2015 profile of @jamala who just won #Eurovision song contest https://t.co/VeirC15BrI #Ukraine	2015 contest eurovision profile rt song ukraine watch won	2	['@NATO', '@jamala']	['#Eurovision', '#Ukraine']
391	Irina_21_07	RT @ObamoliniB: What has to do @NATO with a song contest? Oh well even if you like nazis like @jamala I mean.	contest mean nazis rt song	1	['@ObamoliniB', '@NATO', '@jamala']	[]
391	Irina_21_07	RT @dekikrim: @ObamoliniB @NATO @jamala 90% of the Crimean Tatars collaborated with fascists.NATO=NAZI https://t.co/cOJPApmSfJ	90 collaborated crimean fascists nato nazi rt tatars	1	['@dekikrim', '@ObamoliniB', '@NATO', '@jamala']	[]
391	Irina_21_07	RT @moodvik1: @mapon888 @NATO @jamala HEADLINE: Muslim wins Eurovision for NATO	eurovision headline muslim nato rt wins	1	['@moodvik1', '@mapon888', '@NATO', '@jamala']	[]
198	christogrozev	RU press historically yells Jamala should be disqualified as song was written before Sept 1 2015. Soooo? https://t.co/hB8g0qUkX2	2015 disqualified historically jamala press ru sept song soooo written yells	2	[]	[]
198	christogrozev	:) Jamala's song was sung ILLEGALLY at the Eurovision &lt;&lt; Moscovski Komsomolets &gt;&gt; https://t.co/0XAFIso1wO	eurovision gt gt illegally jamala komsomolets lt lt moscovski song sung	1	[]	[]
339	MartinaHolst	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…	2015 cache concert deleting eurovision jamala performance rt saved song starts videos youtube	1	['@russian_market']	[]
388	JuliaOffical	Jamala violated the rules of the #ESC #Eurovision Please sign the petition https://t.co/rkjIGolaMB Stop deception and provocation	deception esc eurovision jamala petition provocation rules sign stop violated	1	[]	['#ESC', '#Eurovision']
367	varyagi	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
292	euro_teas	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…	abuse amp celebrate crimean giving incredible jamala performance persecution reason rt suffering tatars	2	['@AmbassadorPower']	['#Jamala']
288	KrispyVerbakel	RT @davidh7426: Jamala's Ukrainian parents prospered in Russian Crimea -- Society's Child -- https://t.co/LDLhmC6vY7 https://t.co/rU4iRzX…	child crimea jamala parents prospered rt russian society ukrainian	1	['@davidh7426']	[]
344	elsafrodrigues	RT @lovelhaida: Dear people who hate on Jamala and 1944 https://t.co/4LkPl9Cyk0	1944 dear hate jamala people rt	2	['@lovelhaida']	[]
360	Schlagerprofil	RT @esctoday: It was discovered that Jamala has performed 'Bizim Qirim' (better known as '1944') back in May 2015. However, it... https://t…	1944 2015 back better bizim discovered however it jamala performed qirim rt	1	['@esctoday']	[]
249	escfroot	RT @lovelhaida: Dear people who hate on Jamala and 1944 https://t.co/4LkPl9Cyk0	1944 dear hate jamala people rt	2	['@lovelhaida']	[]
418	disastrix	RT @MrAdamR: When Anna Book hears that Jamala performed 1944 in May 2015...  #Eurovision https://t.co/QrPKByu3da	1944 2015 anna book eurovision hears jamala performed rt	1	['@MrAdamR']	['#Eurovision']
54	porridgeisgood	RT @russian_market: #BOOM Eurovision song of Jamala was performed one year ago in May 2015. Another breach of Eurovision rules. @EBU_HQ htt…	2015 ago boom breach eurovision eurovision htt jamala performed rt rules song year	1	['@russian_market', '@EBU_HQ']	['#BOOM']
269	EurovisionGod_	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
138	mattie156	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
299	esc_declan	RT @IMARGOMORTIS: @jamala I think that where there is politics, there are no feelings  #Jamala #Eurovision2016Winner #1944 #Ukraine https:/…	1944 eurovision2016winner feelings jamala politics rt ukraine	2	['@IMARGOMORTIS', '@jamala']	['#Jamala', '#Eurovision2016Winner', '#1944', '#Ukraine']
256	JohnDelacour	#Eurovision rules stipulate a song must be NEW (since Sept). @Jamala sang “1944” in May 2015 https://t.co/T8Pu21hPiM https://t.co/rwAFHHIllf	1944 2015 eurovision rules sang sept since song stipulate	1	['@Jamala']	['#Eurovision']
423	Jeremiasz_Dixit	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
281	averageESCpage	RT @EuroScoreboard: Good night with the winner 🇺🇦✨ #Eurovision #Jamala #Ukraine #ESC #ESC2016 #Winner #ComeTogether https://t.co/65dc81Xp50	cometogether esc esc2016 eurovision good jamala night rt ukraine winner winner 🇺🇦✨	2	['@EuroScoreboard']	['#Eurovision', '#Jamala', '#Ukraine', '#ESC', '#ESC2016', '#Winner', '#ComeTogether']
236	WilhelmusJanus	RT @christogrozev: :) Jamala's song was sung ILLEGALLY at the Eurovision &lt;&lt; Moscovski Komsomolets &gt;&gt; https://t.co/0XAFIso1wO	eurovision gt gt illegally jamala komsomolets lt lt moscovski rt song sung	1	['@christogrozev']	[]
177	officialoreen	RT @Eurovision: Jamala's arrival home, read more at https://t.co/iAJDW2wQjx #eurovision	arrival eurovision home jamala read rt	2	['@Eurovision']	['#eurovision']
236	WilhelmusJanus	RT @christogrozev: RU press historically yells Jamala should be disqualified as song was written before Sept 1 2015. Soooo? https://t.co/…	2015 disqualified historically jamala press rt ru sept song soooo written yells	2	['@christogrozev']	[]
361	Twit_Skipper	RT @russian_market: YouTube deletes video of Jamala's concert performance back in May 2015. Same refrain lyrics, same music. #Eurovision ht…	2015 back concert deletes eurovision ht jamala lyrics music performance refrain rt video youtube	1	['@russian_market']	['#Eurovision']
361	Twit_Skipper	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…	2015 cache concert deleting eurovision jamala performance rt saved song starts videos youtube	1	['@russian_market']	[]
218	tsnowbird5000	RT @GlasnostGone: Breaking: #Russia launches harassment campaign against #Jamala's @Twitter a/c. All known Kremlin trolls. @BBC_ua @AP http…	breaking campaign harassment jamala kremlin launches rt russia trolls	2	['@GlasnostGone', '@Twitter', '@BBC_ua', '@AP']	['#Russia', '#Jamala']
365	eurovisions_uom	RT @esctoday: It was discovered that Jamala has performed 'Bizim Qirim' (better known as '1944') back in May 2015. However, it... https://t…	1944 2015 back better bizim discovered however it jamala performed qirim rt	1	['@esctoday']	[]
304	trutheroid	RT @russian_market: YouTube deletes video of Jamala's concert performance back in May 2015. Same refrain lyrics, same music. #Eurovision ht…	2015 back concert deletes eurovision ht jamala lyrics music performance refrain rt video youtube	1	['@russian_market']	['#Eurovision']
145	LoreEmilyWorld	RT @Jamalavision: Lmao Jamala basically saying: bye bitch in the nicest possible way. https://t.co/AIGLmJJ1XB	basically bitch bye jamala lmao nicest rt saying way	2	['@Jamalavision']	[]
426	Heisse13	RT @GlasnostGone: Breaking: #Russia launches harassment campaign against #Jamala's @Twitter a/c. All known Kremlin trolls. @BBC_ua @AP http…	breaking campaign harassment jamala kremlin launches rt russia trolls	2	['@GlasnostGone', '@Twitter', '@BBC_ua', '@AP']	['#Russia', '#Jamala']
427	ObsrvyryxShadow	RT @JohnDelacour: #Eurovision rules stipulate a song must be NEW (since Sept). @Jamala sang “1944” in May 2015 https://t.co/T8Pu21hPiM http…	1944 2015 eurovision rt rules sang sept since song stipulate	1	['@JohnDelacour', '@Jamala']	['#Eurovision']
317	JesusFromMars	RT @GlasnostGone: @Rich_893 @JesusFromMars Watching them all now. This #Russian troll leads the harassment &amp; today got scared. #Jamala http…	amp harassment jamala leads now rt russian scared today troll watching	2	['@GlasnostGone', '@Rich_893', '@JesusFromMars']	['#Russian', '#Jamala']
268	Stredni_trida	RT @JohnDelacour: #Eurovision rules stipulate a song must be NEW (since Sept). @Jamala sang “1944” in May 2015 https://t.co/T8Pu21hPiM http…	1944 2015 eurovision rt rules sang sept since song stipulate	1	['@JohnDelacour', '@Jamala']	['#Eurovision']
268	Stredni_trida	RT @tatianycoeuvre: Ukraine's Eurovision  https://t.co/7pVPRzBBGx Jamala's parents don't talk to her. They happily live in Crimea &amp; took Ru…	amp crimea eurovision happily her jamala live parents rt ru talk ukraine	1	['@tatianycoeuvre']	[]
268	Stredni_trida	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
268	Stredni_trida	RT @AchimW: NATO Re-Releases Propaganda Video Politicising Ukraine’s Eurovision Winner Jamala  https://t.co/gwgltm93xw	eurovision jamala nato politicising propaganda re releases rt ukraine video winner	1	['@AchimW']	[]
268	Stredni_trida	RT @russian_market: YouTube deletes video of Jamala's concert performance back in May 2015. Same refrain lyrics, same music. #Eurovision ht…	2015 back concert deletes eurovision ht jamala lyrics music performance refrain rt video youtube	1	['@russian_market']	['#Eurovision']
268	Stredni_trida	RT @terbleu: #Ukraine's singer, Jamala, has performed her #Eurovision song a year ago, which is normally against the rules https://t.co/bxg…	ago eurovision jamala performed rt rules singer song ukraine year	1	['@terbleu']	['#Ukraine', '#Eurovision']
346	LadaTweets	NEW! Dirty Secrets of #Eurovision: Another Instrument in a Proxy War Against Russia (How Jamala Won) https://t.co/ymhCOBKwjl via @LadaTweets	dirty eurovision how instrument jamala new proxy russia secrets war won	1	['@LadaTweets']	['#Eurovision']
428	ECKELLPablo	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
275	moodvik1	RT @JohnDelacour: #Eurovision rules stipulate a song must be NEW (since Sept). @Jamala sang “1944” in May 2015 https://t.co/T8Pu21hPiM http…	1944 2015 eurovision rt rules sang sept since song stipulate	1	['@JohnDelacour', '@Jamala']	['#Eurovision']
235	shinobi22427722	RT @JohnDelacour: #Eurovision rules stipulate a song must be NEW (since Sept). @Jamala sang “1944” in May 2015 https://t.co/T8Pu21hPiM http…	1944 2015 eurovision rt rules sang sept since song stipulate	1	['@JohnDelacour', '@Jamala']	['#Eurovision']
428	ECKELLPablo	RT @russian_market: YouTube deletes video of Jamala's concert performance back in May 2015. Same refrain lyrics, same music. #Eurovision ht…	2015 back concert deletes eurovision ht jamala lyrics music performance refrain rt video youtube	1	['@russian_market']	['#Eurovision']
428	ECKELLPablo	RT @russian_market: Eliot, @EliotHiggins, Jamala openly performed that song at a concert in May 2015, it was published online. It's a rule…	2015 concert eliot jamala online openly performed published rt rule song	1	['@russian_market', '@EliotHiggins']	[]
426	Heisse13	RT @WaschukCanUA: After deportation requiem, #Jamala explains how restrictions in/on #Crimea prevented parents fm joining her @ #ESC https:…	crimea deportation esc explains fm in jamala joining on parents prevented requiem restrictions rt	2	['@WaschukCanUA']	['#Jamala', '#Crimea', '#ESC']
426	Heisse13	RT @GlasnostGone: @Rich_893 @JesusFromMars Watching them all now. This #Russian troll leads the harassment &amp; today got scared. #Jamala http…	amp harassment jamala leads now rt russian scared today troll watching	2	['@GlasnostGone', '@Rich_893', '@JesusFromMars']	['#Russian', '#Jamala']
346	LadaTweets	RT @NuHumanNuEarth: Dirty Secrets of Eurovision: Another Instrument in a Proxy War Against Russia (How Jamala Won) https://t.co/9eOvnaQJ40…	dirty eurovision how instrument jamala proxy rt russia secrets war won	1	['@NuHumanNuEarth']	[]
364	fractalhorizon	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…	2015 cache concert deleting eurovision jamala performance rt saved song starts videos youtube	1	['@russian_market']	[]
399	RitchLucas	RT @russian_market: Eliot, @EliotHiggins, Jamala openly performed that song at a concert in May 2015, it was published online. It's a rule…	2015 concert eliot jamala online openly performed published rt rule song	1	['@russian_market', '@EliotHiggins']	[]
399	RitchLucas	RT @russian_market: And scene. @Jamala admits that the music to the Eurovision song 1944 was written before September 2015 @EBU_HQ https://…	1944 2015 admits eurovision music rt scene september song written	1	['@russian_market', '@Jamala', '@EBU_HQ']	[]
399	RitchLucas	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…	2015 cache concert deleting eurovision jamala performance rt saved song starts videos youtube	1	['@russian_market']	[]
399	RitchLucas	RT @russian_market: More videos appear: Jamala - Crimea is ours, Public Concert in Kiev, 18 May 2015. @EBU_HQ  @fkirkorov https://t.co/2n…	18 2015 appear concert crimea jamala kiev ours public rt videos	1	['@russian_market', '@EBU_HQ', '@fkirkorov']	[]
399	RitchLucas	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
407	ChristophHeer52	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…	2015 cache concert deleting eurovision jamala performance rt saved song starts videos youtube	1	['@russian_market']	[]
354	orestmahlay	@orestmahlay Jamala fulfills that requirement. key word: commercially	commercially fulfills jamala key requirement word	2	['@orestmahlay']	[]
363	SilentWolf331	RT @DarthPutinKGB: If only we put as much effort into diversifying the economy as we do into proving @jamala broke #Eurovision rules.	broke diversifying economy effort eurovision proving put rt rules	2	['@DarthPutinKGB', '@jamala']	['#Eurovision']
407	ChristophHeer52	RT @tatianycoeuvre: Ukraine's Eurovision  https://t.co/7pVPRzBBGx Jamala's parents don't talk to her. They happily live in Crimea &amp; took Ru…	amp crimea eurovision happily her jamala live parents rt ru talk ukraine	1	['@tatianycoeuvre']	[]
407	ChristophHeer52	RT @LadaTweets: NEW! Dirty Secrets of #Eurovision: Another Instrument in a Proxy War Against Russia (How Jamala Won) https://t.co/ymhCOBKwj…	dirty eurovision how instrument jamala new proxy rt russia secrets war won	1	['@LadaTweets']	['#Eurovision']
407	ChristophHeer52	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
407	ChristophHeer52	RT @terbleu: #Ukraine's singer, Jamala, has performed her #Eurovision song a year ago, which is normally against the rules https://t.co/bxg…	ago eurovision jamala performed rt rules singer song ukraine year	1	['@terbleu']	['#Ukraine', '#Eurovision']
407	ChristophHeer52	RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song Crimea is ours from Ma…	1944 accidently confirms crimea eurovision jamala ma oops poroshenko rt song song tv	1	['@russian_market']	['#Oops']
407	ChristophHeer52	RT @JohnDelacour: #Eurovision rules stipulate a song must be NEW (since Sept). @Jamala sang “1944” in May 2015 https://t.co/T8Pu21hPiM http…	1944 2015 eurovision rt rules sang sept since song stipulate	1	['@JohnDelacour', '@Jamala']	['#Eurovision']
429	Th2shay	RT @terbleu: #Ukraine's singer, Jamala, has performed her #Eurovision song a year ago, which is normally against the rules https://t.co/bxg…	ago eurovision jamala performed rt rules singer song ukraine year	1	['@terbleu']	['#Ukraine', '#Eurovision']
378	Ukrainolution	RT @DarthPutinKGB: If only we put as much effort into diversifying the economy as we do into proving @jamala broke #Eurovision rules.	broke diversifying economy effort eurovision proving put rt rules	2	['@DarthPutinKGB', '@jamala']	['#Eurovision']
429	Th2shay	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…	absolutely jamala loves me nato political repeat rt via win	1	['@DanielleRyanJ', '@marcelsardo']	[]
237	Sl_gorge	A song must be NEW @Jamala sang“1944” May 2015 @STV @Eurovision How many broken more laws? #eupol #svpol #brussels https://t.co/rnxXKtFNc0	1944 2015 broken brussels eupol laws sang song svpol	1	['@Jamala', '@STV', '@Eurovision']	['#eupol', '#svpol', '#brussels']
429	Th2shay	RT @LadaTweets: NEW! Dirty Secrets of #Eurovision: Another Instrument in a Proxy War Against Russia (How Jamala Won) https://t.co/ymhCOBKwj…	dirty eurovision how instrument jamala new proxy rt russia secrets war won	1	['@LadaTweets']	['#Eurovision']
200	Xjaime1X	Instead of a petition to have Jamala disqualified can we have one to have these two host the 2017 Eurovision? https://t.co/yhkroOzy3c	2017 disqualified eurovision host jamala petition	2	[]	[]
237	Sl_gorge	A song must be NEW @Jamala sang“1944” May 2015 @SVT @Eurovision How many broken more laws? #eupol #svpol #brussels https://t.co/rnxXKtFNc0	1944 2015 broken brussels eupol laws sang song svpol	1	['@Jamala', '@SVT', '@Eurovision']	['#eupol', '#svpol', '#brussels']
173	pridzila	RT @Angryesc: To all people who wants to destroy Jamala: SLOW DOWN BROTHER! #Eurovision	brother destroy eurovision jamala people rt slow	2	['@Angryesc']	['#Eurovision']
237	Sl_gorge	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…	2015 cache concert deleting eurovision jamala performance rt saved song starts videos youtube	1	['@russian_market']	[]
202	GordBolton	#ukpoli #uspoli #cdnpoli @poroshenko squeels on @jamala over Ukraine's #Eurovision scam. https://t.co/u1gBKo52NY	cdnpoli eurovision scam squeels ukpoli ukraine uspoli	1	['@poroshenko', '@jamala']	['#ukpoli', '#uspoli', '#cdnpoli', '#Eurovision']
237	Sl_gorge	YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song @SVTEurovision @svt  https://t.co/vHsYNrSFFh	2015 concert deleting eurovision jamala performance song starts videos youtube	1	['@SVTEurovision', '@svt']	[]
173	pridzila	RT @Jamalavision: Lmao Jamala basically saying: bye bitch in the nicest possible way. https://t.co/AIGLmJJ1XB	basically bitch bye jamala lmao nicest rt saying way	2	['@Jamalavision']	[]
346	LadaTweets	RT @1_Earth_United: Eurovision's Dirty Secrets: Another Instrument in a Proxy War Against Russia (Why Jamala Won and La… https://t.co/rtTfO…	dirty eurovision instrument jamala la proxy rt russia secrets war why won	1	['@1_Earth_United']	[]
394	xxpureblood	RT @Smeggypants: .@NATO @jamala North Atlantic Terrorist Organisation	@nato atlantic north organisation rt terrorist	1	['@Smeggypants', '@NATO', '@jamala']	[]
394	xxpureblood	RT @Andjela_Sipovac: @NATO @jamala Politically motivated. However, you can do whatever you want, Crimea is Russia again.	again crimea however motivated politically rt russia want	1	['@Andjela_Sipovac', '@NATO', '@jamala']	[]
394	xxpureblood	RT @sisquere: Thank you @NATO for confirming what we already knew. @jamala's song was against @eurovision rules. https://t.co/7ETPP6SpZo	confirming knew rt rules song	1	['@sisquere', '@NATO', '@jamala', '@eurovision']	[]
